
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100


<Trader> Consume Trader								// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetables							// Category Name
		CaninaBerry,			*,		1,		-1	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,			*,		1,		-1	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Plum,					*,		1,		-1	// Buyvalue -1 means it can not be bought
		Kiwi,					*,		1,		-1	// Sellvalue -1 means it can not be selled
		SmashT_Mag_RugerPR_10rnd, M, 250, 125
		MSFC_OSV96_5rnd_Mag,	*,		500,		250
		MSFC_PP19_Vityaz_Mag_30Rnd,	*,		500,		250
		MSFC_L96A1_5_Rnd_Mag,	*,		500,		250
		MSFC_Barret_10rnd_Mag,	*,		500,		250
		MSFC_AR15_9mm_mag,	*,		500,		250
		MSFC_P250_Mag_15Rnd,	*,		500,		250
		MSFC_ORSIS_T5000_10_Rnd_Mag,	*,		500,		250
		MSFC_DRUM762_Mag_75Rnd,	*,		500,		250
		MSFC_RPK74_Mag_45Rnd,	*,		500,		250	
		MSFC_STANAG556_Mag_30Rnd,	*,		500,		250
		MSFC_PMAG556_Mag_30Rnd,	*,		500,		250
		MSFC_PMAG762_Mag_30Rnd,	*,		500,		250
		MSFC_SCAR17_Mag_20Rnd,	*,		350,		125
		MSFC_RPK_Mag_45Rnd,	*,		350,		125
		MSFC_Tigr308_10_Rnd,	*,		350,		125
		MSFC_PMAG556_Mag_30Rnd_Green,	*,		350,		125
		MSFC_PMAG556_Mag_30Rnd_Desert,	*,		350,		125
		MSFC_PMAG762_Mag_30Rnd_Green,	*,		350,		125
		MSFC_PMAG762_Mag_30Rnd_Desert,	*,		350,		125
		//MSFC_Mag_AKM_Palm30Rnd_WHITE,	*,		350,		125
		//MSFC_Mag_AKM_Palm30Rnd_ATACS_AU,	*,		350,		125
		//MSFC_Mag_AKM_Palm30Rnd_ATACS_FG,	*,		350,		125
		//MSFC_Mag_AKM_Palm30Rnd_BLUE,	*,		350,		125
		//MSFC_Mag_AKM_Palm30Rnd_EMR,	*,		350,		125
		//MSFC_Mag_AKM_Palm30Rnd_Flecktarn,	*,		350,		125
		//MSFC_Mag_AKM_Palm30Rnd_HEX,	*,		350,		125
		//MSFC_Mag_AKM_Palm30Rnd_MARPAT_WD,	*,		350,		125
		//MSFC_Mag_AKM_Palm30Rnd_MULTICAM,	*,		350,		125
		//MSFC_Mag_AKM_Palm30Rnd_MULTICAM_BLACK,	*,		350,		125
		//MSFC_Mag_AKM_Palm30Rnd_MULTICAM_TROPIC,	*,		350,		125
		//MSFC_Mag_AKM_Palm30Rnd_SNAKE,	*,		350,		125
		//MSFC_Mag_AKM_Palm30Rnd_SNAKE_GREEN,	*,		350,		125
		//MSFC_Mag_AKM_Palm30Rnd_SURPAT,	*,		350,		125
		//MSFC_Mag_AKM_Palm30Rnd_VIPER_WESTERN,	*,		350,		125
		//MSFC_Mag_AKM_Palm30Rnd_Woodland,	*,		350,		125
		//MSFC_Mag_AKM_Palm30Rnd_SURPAT_TAN,	*,		350,		125
		//MSFC_Mag_AKM_Palm30Rnd_ORANGE,	*,		350,		125
		//MSFC_Mag_AKM_Palm30Rnd_RED,	*,		350,		125
		//MSFC_Mag_AKM_Palm30Rnd_DARK,	*,		350,		125
		//MSFC_Mag_AKM_Palm30Rnd_MATRIX,	*,		350,		125
		//MSFC_Mag_AKM_Palm30Rnd_REDBLACKWHITE,	*,		350,		125
		//MSFC_Mag_AKM_Palm30Rnd_Honeycomb,	*,		350,		125
		//MSFC_Mag_AKM_Palm30Rnd_STAR,	*,		350,		125
		//MSFC_Mag_AK74_30Rnd_WHITE,	*,		350,		125
		//MSFC_Mag_AK74_30Rnd_ATACS_AU,	*,		350,		125
		//MSFC_Mag_AK74_30Rnd_ATACS_FG,	*,		350,		125
		//MSFC_Mag_AK74_30Rnd_BLUE,	*,		350,		125
		//MSFC_Mag_AK74_30Rnd_EMR,	*,		350,		125
		//MSFC_Mag_AK74_30Rnd_Flecktarn,	*,		350,		125
		//MSFC_Mag_AK74_30Rnd_HEX,	*,		350,		125
		//MSFC_Mag_AK74_30Rnd_MARPAT_WD,	*,		350,		125
		//MSFC_Mag_AK74_30Rnd_MULTICAM,	*,		350,		125
		//MSFC_Mag_AK74_30Rnd_MULTICAM_BLACK,	*,		350,		125
		//MSFC_Mag_AK74_30Rnd_MULTICAM_TROPIC,	*,		350,		125
		//MSFC_Mag_AK74_30Rnd_SNAKE,	*,		350,		125
		//MSFC_Mag_AK74_30Rnd_SNAKE_GREEN,	*,		350,		125
		//MSFC_Mag_AK74_30Rnd_SURPAT,	*,		350,		125
		//MSFC_Mag_AK74_30Rnd_VIPER_WESTERN,	*,		350,		125
		//MSFC_Mag_AK74_30Rnd_Woodland,	*,		350,		125
		//MSFC_Mag_AK74_30Rnd_SURPAT_TAN,	*,		350,		125
		//MSFC_Mag_AK74_30Rnd_ORANGE,	*,		350,		125
		//MSFC_Mag_AK74_30Rnd_RED,	*,		350,		125
		//MSFC_Mag_AK74_30Rnd_DARK,	*,		350,		125
		//MSFC_Mag_AK74_30Rnd_MATRIX,	*,		350,		125
		//MSFC_Mag_AK74_30Rnd_REDBLACKWHITE,	*,		350,		125
		//MSFC_Mag_AK74_30Rnd_Honeycomb,	*,		350,		125
		//MSFC_Mag_AK74_30Rnd_STAR,	*,		350,		125
		//MSFC_Mag_AK101_30Rnd_WHITE,	*,		350,		125
		//MSFC_Mag_AK101_30Rnd_ATACS_AU,	*,		350,		125
		//MSFC_Mag_AK101_30Rnd_ATACS_FG,	*,		350,		125
		//MSFC_Mag_AK101_30Rnd_BLUE,	*,		350,		125
		//MSFC_Mag_AK101_30Rnd_EMR,	*,		350,		125
		//MSFC_Mag_AK101_30Rnd_Flecktarn,	*,		350,		125
		//MSFC_Mag_AK101_30Rnd_HEX,	*,		350,		125
		//MSFC_Mag_AK101_30Rnd_MARPAT_WD,	*,		350,		125
		//MSFC_Mag_AK101_30Rnd_MULTICAM,	*,		350,		125
		//MSFC_Mag_AK101_30Rnd_MULTICAM_BLACK,	*,		350,		125
		//MSFC_Mag_AK101_30Rnd_MULTICAM_TROPIC,	*,		350,		125
		//MSFC_Mag_AK101_30Rnd_SNAKE,	*,		350,		125
		//MSFC_Mag_AK101_30Rnd_SNAKE_GREEN,	*,		350,		125
		//MSFC_Mag_AK101_30Rnd_SURPAT,	*,		350,		125
		//MSFC_Mag_AK101_30Rnd_VIPER_WESTERN,	*,		350,		125
		//MSFC_Mag_AK101_30Rnd_Woodland,	*,		350,		125
		//MSFC_Mag_AK101_30Rnd_SURPAT_TAN,	*,		350,		125
		//MSFC_Mag_AK101_30Rnd_ORANGE,	*,		350,		125
		//MSFC_Mag_AK101_30Rnd_RED,	*,		350,		125
		//MSFC_Mag_AK101_30Rnd_DARK,	*,		350,		125
		//MSFC_Mag_AK101_30Rnd_MATRIX,	*,		350,		125
		//MSFC_Mag_AK101_30Rnd_REDBLACKWHITE,	*,		350,		125
		//MSFC_Mag_AK101_30Rnd_Honeycomb,	*,		350,		125
		//MSFC_Mag_AK101_30Rnd_STAR,	*,		350,		125
		//MSFC_Mag_AKM_Drum75Rnd_WHITE,	*,		350,		125
		//MSFC_Mag_AKM_Drum75Rnd_ATACS_AU,	*,		350,		125
		//MSFC_Mag_AKM_Drum75Rnd_ATACS_FG,	*,		350,		125
		//MSFC_Mag_AKM_Drum75Rnd_BLUE,	*,		350,		125
		//MSFC_Mag_AKM_Drum75Rnd_EMR,	*,		350,		125
		//MSFC_Mag_AKM_Drum75Rnd_Flecktarn,	*,		350,		125
		//MSFC_Mag_AKM_Drum75Rnd_HEX,	*,		350,		125
		//MSFC_Mag_AKM_Drum75Rnd_MARPAT_WD,	*,		350,		125
		//MSFC_Mag_AKM_Drum75Rnd_MULTICAM,	*,		350,		125
		//MSFC_Mag_AKM_Drum75Rnd_MULTICAM_BLACK,	*,		350,		125
		//MSFC_Mag_AKM_Drum75Rnd_MULTICAM_TROPIC,	*,		350,		125
		//MSFC_Mag_AKM_Drum75Rnd_SNAKE,	*,		350,		125
		//MSFC_Mag_AKM_Drum75Rnd_SNAKE_GREEN,	*,		350,		125
		//MSFC_Mag_AKM_Drum75Rnd_SURPAT,	*,		350,		125
		//MSFC_Mag_AKM_Drum75Rnd_VIPER_WESTERN,	*,		350,		125
		//MSFC_Mag_AKM_Drum75Rnd_Woodland,	*,		350,		125
		//MSFC_Mag_AKM_Drum75Rnd_SURPAT_TAN,	*,		350,		125
		//MSFC_Mag_AKM_Drum75Rnd_ORANGE,	*,		350,		125
		//MSFC_Mag_AKM_Drum75Rnd_RED,	*,		350,		125
		//MSFC_Mag_AKM_Drum75Rnd_DARK,	*,		350,		125
		//MSFC_Mag_AKM_Drum75Rnd_MATRIX,	*,		350,		125
		//MSFC_Mag_AKM_Drum75Rnd_REDBLACKWHITE,	*,		350,		125
		//MSFC_Mag_AKM_Drum75Rnd_Honeycomb,	*,		350,		125
		//MSFC_Mag_AKM_Drum75Rnd_STAR,	*,		350,		125
				
	<Category> Handguards
		MP5_PlasticHndgrd,		*,		100,	50
		MP5_RailHndgrd,			*,		150,	75
		AK74_Hndgrd,			*,		150,	75
		AK_WoodHndgrd,			*,		200,	100
		AK_RailHndgrd,			*,		200,	100
		AK_PlasticHndgrd,		*,		200,	100
		M4_PlasticHndgrd,		*,		150,	75
		M4_RISHndgrd,			*,		200,	100
		M4_MPHndgrd,			*,		200,	100
		MSFC_M4_RISHndgrd_Kryptek_Banshee,	*,		500,		250        
        MSFC_AK_RailHndgrd_Kryptek_Raid,	*,		500,		250
        MSFC_M4_RISHndgrd_Kryptek_Raid,	*,		500,		250
        MSFC_AK_RailHndgrd_Kryptek_Wraith,	*,		500,		250
        MSFC_M4_RISHndgrd_Kryptek_Wraith,	*,		500,		250
        MSFC_AK_RailHndgrd_Kryptek_Mandrake,	*,		500,		250
        MSFC_M4_RISHndgrd_Kryptek_Mandrake,	*,		500,		250
        MSFC_AK_RailHndgrd_Kryptek_Typhon,	*,		500,		250
        MSFC_M4_RISHndgrd_Kryptek_Typhon,	*,		500,		250
        MSFC_AK_RailHndgrd_Kryptek_Neptune,	*,		500,		250
        MSFC_M4_RISHndgrd_Kryptek_Neptune,	*,		500,		250
		MSFC_AK_Zenitco_Handguard,	*,		500,		250
		MSFC_AK_PlasticHndgrd_WHITE,	*,		500,		250
		MSFC_AK_PlasticHndgrd_ATACS_AU,	*,		500,		250
		MSFC_AK_PlasticHndgrd_ATACS_FG,	*,		500,		250
		MSFC_AK_PlasticHndgrd_BLUE,	*,		500,		250
		MSFC_AK_PlasticHndgrd_EMR,	*,		500,		250
		MSFC_AK_PlasticHndgrd_Flecktarn,	*,		500,		250
		MSFC_AK_PlasticHndgrd_HEX,	*,		500,		250
		MSFC_AK_PlasticHndgrd_MARPAT_WD,	*,		500,		250
		MSFC_AK_PlasticHndgrd_MULTICAM,	*,		500,		250
		MSFC_AK_PlasticHndgrd_MULTICAM_BLACK,	*,		500,		250
		MSFC_AK_PlasticHndgrd_MULTICAM_TROPIC,	*,		500,		250
		MSFC_AK_PlasticHndgrd_SNAKE,	*,		500,		250
		MSFC_AK_PlasticHndgrd_SNAKE_GREEN,	*,		500,		250
		MSFC_AK_PlasticHndgrd_SURPAT,	*,		500,		250
		MSFC_AK_PlasticHndgrd_VIPER_WESTERN,	*,		500,		250
		MSFC_AK_PlasticHndgrd_Woodland,	*,		500,		250
		MSFC_AK_PlasticHndgrd_SURPAT_TAN,	*,		500,		250
		MSFC_AK_PlasticHndgrd_ORANGE,	*,		500,		250
		MSFC_AK_PlasticHndgrd_RED,	*,		500,		250
		MSFC_AK_PlasticHndgrd_DARK,	*,		500,		250
		MSFC_AK_PlasticHndgrd_MATRIX,	*,		500,		250
		MSFC_AK_PlasticHndgrd_REDBLACKWHITE,	*,		500,		250
		MSFC_AK_PlasticHndgrd_Honeycomb,	*,		500,		250
		MSFC_AK_PlasticHndgrd_STAR,	*,		500,		250
		MSFC_AK_RailHndgrd_WHITE,	*,		500,		250
		MSFC_AK_RailHndgrd_ATACS_AU,	*,		500,		250
		MSFC_AK_RailHndgrd_ATACS_FG,	*,		500,		250
		MSFC_AK_RailHndgrd_BLUE,	*,		500,		250
		MSFC_AK_RailHndgrd_EMR,	*,		500,		250
		MSFC_AK_RailHndgrd_Flecktarn,	*,		500,		250
		MSFC_AK_RailHndgrd_HEX,	*,		500,		250
		MSFC_AK_RailHndgrd_MARPAT_WD,	*,		500,		250
		MSFC_AK_RailHndgrd_MULTICAM,	*,		500,		250
		MSFC_AK_RailHndgrd_MULTICAM_BLACK,	*,		500,		250
		MSFC_AK_RailHndgrd_MULTICAM_TROPIC,	*,		500,		250
		MSFC_AK_RailHndgrd_SNAKE,	*,		500,		250
		MSFC_AK_RailHndgrd_SNAKE_GREEN,	*,		500,		250
		MSFC_AK_RailHndgrd_SURPAT,	*,		500,		250
		MSFC_AK_RailHndgrd_VIPER_WESTERN,	*,		500,		250
		MSFC_AK_RailHndgrd_Woodland,	*,		500,		250
		MSFC_AK_RailHndgrd_SURPAT_TAN,	*,		500,		250
		MSFC_AK_RailHndgrd_ORANGE,	*,		500,		250
		MSFC_AK_RailHndgrd_RED,	*,		500,		250
		MSFC_AK_RailHndgrd_DARK,	*,		500,		250
		MSFC_AK_RailHndgrd_MATRIX,	*,		500,		250
		MSFC_AK_RailHndgrd_REDBLACKWHITE,	*,		500,		250
		MSFC_AK_RailHndgrd_Honeycomb,	*,		500,		250
		MSFC_AK_RailHndgrd_STAR,	*,		500,		250
		MSFC_M4_RISHndgrd_WHITE,	*,		500,		250
		MSFC_M4_RISHndgrd_ATACS_AU,	*,		500,		250
		MSFC_M4_RISHndgrd_ATACS_FG,	*,		500,		250
		MSFC_M4_RISHndgrd_BLUE,	*,		500,		250
		MSFC_M4_RISHndgrd_EMR,	*,		500,		250
		MSFC_M4_RISHndgrd_Flecktarn,	*,		500,		250
		MSFC_M4_RISHndgrd_HEX,	*,		500,		250
		MSFC_M4_RISHndgrd_MARPAT_WD,	*,		500,		250
		MSFC_M4_RISHndgrd_MULTICAM,	*,		500,		250
		MSFC_M4_RISHndgrd_MULTICAM_BLACK,	*,		500,		250
		MSFC_M4_RISHndgrd_MULTICAM_TROPIC,	*,		500,		250
		MSFC_M4_RISHndgrd_SNAKE,	*,		500,		250
		MSFC_M4_RISHndgrd_SNAKE_GREEN,	*,		500,		250
		MSFC_M4_RISHndgrd_SURPAT,	*,		500,		250
		MSFC_M4_RISHndgrd_VIPER_WESTERN,	*,		500,		250
		MSFC_M4_RISHndgrd_Woodland,	*,		500,		250
		MSFC_M4_RISHndgrd_SURPAT_TAN,	*,		500,		250
		MSFC_M4_RISHndgrd_ORANGE,	*,		500,		250
		MSFC_M4_RISHndgrd_RED,	*,		500,		250
		MSFC_M4_RISHndgrd_DARK,	*,		500,		250
		MSFC_M4_RISHndgrd_MATRIX,	*,		500,		250
		MSFC_M4_RISHndgrd_REDBLACKWHITE,	*,		500,		250
		MSFC_M4_RISHndgrd_Honeycomb,	*,		500,		250
		MSFC_M4_RISHndgrd_STAR,	*,		500,		250
		MSFC_M4_PlasticHndgrd_WHITE,	*,		500,		250
		MSFC_M4_PlasticHndgrd_ATACS_AU,	*,		500,		250
		MSFC_M4_PlasticHndgrd_ATACS_FG,	*,		500,		250
		MSFC_M4_PlasticHndgrd_BLUE,	*,		500,		250
		MSFC_M4_PlasticHndgrd_EMR,	*,		500,		250
		MSFC_M4_PlasticHndgrd_Flecktarn,	*,		500,		250
		MSFC_M4_PlasticHndgrd_HEX,	*,		500,		250
		MSFC_M4_PlasticHndgrd_MARPAT_WD,	*,		500,		250
		MSFC_M4_PlasticHndgrd_MULTICAM,	*,		500,		250
		MSFC_M4_PlasticHndgrd_MULTICAM_BLACK,	*,		500,		250
		MSFC_M4_PlasticHndgrd_MULTICAM_TROPIC,	*,		500,		250
		MSFC_M4_PlasticHndgrd_SNAKE,	*,		500,		250
		MSFC_M4_PlasticHndgrd_SNAKE_GREEN,	*,		500,		250
		MSFC_M4_PlasticHndgrd_SURPAT,	*,		500,		250
		MSFC_M4_PlasticHndgrd_VIPER_WESTERN,	*,		500,		250
		MSFC_M4_PlasticHndgrd_Woodland,	*,		500,		250
		MSFC_M4_PlasticHndgrd_SURPAT_TAN,	*,		500,		250
		MSFC_M4_PlasticHndgrd_ORANGE,	*,		500,		250
		MSFC_M4_PlasticHndgrd_RED,	*,		500,		250
		MSFC_M4_PlasticHndgrd_DARK,	*,		500,		250
		MSFC_M4_PlasticHndgrd_MATRIX,	*,		500,		250
		MSFC_M4_PlasticHndgrd_REDBLACKWHITE,	*,		500,		250
		MSFC_M4_PlasticHndgrd_Honeycomb,	*,		500,		250
		MSFC_M4_PlasticHndgrd_STAR,	*,		500,		250
		MSFC_AK_RailHndgrd_Kryptek_Banshee,	*,		500,		250

	<Category> Buttstocks
		MP5k_StockBttstck,		*,		100,	50
		Fal_OeBttstck,			*,		100,	50
		Fal_FoldingBttstck,		*,		150,	75
		Saiga_Bttstck,			*,		150,	75
		AKS74U_Bttstck,			*,		150,	75
		AK74_WoodBttstck,		*,		150,	75
		AK_PlasticBttstck,		*,		100,	50
		AK_WoodBttstck,			*,		150,	75
		AK_FoldingBttstck,		*,		250,	125
		M4_OEBttstck,			*,		150,	75
		M4_CQBBttstck,			*,		150,	75
		M4_MPBttstck,			*,		150,	75
		MSFC_AK_Tactical_Buttstck,	*,		500,		250
		MSFC_AK_PlasticButtstock_WHITE,	*,		500,		250
		MSFC_AK_PlasticButtstock_ATACS_AU,	*,		500,		250
		MSFC_AK_PlasticButtstock_ATACS_FG,	*,		500,		250
		MSFC_AK_PlasticButtstock_BLUE,	*,		500,		250
		MSFC_AK_PlasticButtstock_EMR,	*,		500,		250
		MSFC_AK_PlasticButtstock_Flecktarn,	*,		500,		250
		MSFC_AK_PlasticButtstock_HEX,	*,		500,		250
		MSFC_AK_PlasticButtstock_MARPAT_WD,	*,		500,		250
		MSFC_AK_PlasticButtstock_MULTICAM,	*,		500,		250
		MSFC_AK_PlasticButtstock_MULTICAM_BLACK,	*,		500,		250
		MSFC_AK_PlasticButtstock_MULTICAM_TROPIC,	*,		500,		250
		MSFC_AK_PlasticButtstock_SNAKE,	*,		500,		250
		MSFC_AK_PlasticButtstock_SNAKE_GREEN,	*,		500,		250
		MSFC_AK_PlasticButtstock_SURPAT,	*,		500,		250
		MSFC_AK_PlasticButtstock_VIPER_WESTERN,	*,		500,		250
		MSFC_AK_PlasticButtstock_Woodland,	*,		500,		250
		MSFC_AK_PlasticButtstock_SURPAT_TAN,	*,		500,		250
		MSFC_AK_PlasticButtstock_ORANGE,	*,		500,		250
		MSFC_AK_PlasticButtstock_RED,	*,		500,		250
		MSFC_AK_PlasticButtstock_DARK,	*,		500,		250
		MSFC_AK_PlasticButtstock_MATRIX,	*,		500,		250
		MSFC_AK_PlasticButtstock_REDBLACKWHITE,	*,		500,		250
		MSFC_AK_PlasticButtstock_Honeycomb,	*,		500,		250
		MSFC_AK_PlasticButtstock_STAR,	*,		500,		250
		MSFC_M4_OEBttstck_WHITE,	*,		500,		250
		MSFC_M4_OEBttstck_ATACS_AU,	*,		500,		250
		MSFC_M4_OEBttstck_ATACS_FG,	*,		500,		250
		MSFC_M4_OEBttstck_BLUE,	*,		500,		250
		MSFC_M4_OEBttstck_EMR,	*,		500,		250
		MSFC_M4_OEBttstck_Flecktarn,	*,		500,		250
		MSFC_M4_OEBttstck_HEX,	*,		500,		250
		MSFC_M4_OEBttstck_MARPAT_WD,	*,		500,		250
		MSFC_M4_OEBttstck_MULTICAM,	*,		500,		250
		MSFC_M4_OEBttstck_MULTICAM_BLACK,	*,		500,		250
		MSFC_M4_OEBttstck_MULTICAM_TROPIC,	*,		500,		250
		MSFC_M4_OEBttstck_SNAKE,	*,		500,		250
		MSFC_M4_OEBttstck_SNAKE_GREEN,	*,		500,		250
		MSFC_M4_OEBttstck_SURPAT,	*,		500,		250
		MSFC_M4_OEBttstck_VIPER_WESTERN,	*,		500,		250
		MSFC_M4_OEBttstck_Woodland,	*,		500,		250
		MSFC_M4_OEBttstck_SURPAT_TAN,	*,		500,		250
		MSFC_M4_OEBttstck_ORANGE,	*,		500,		250
		MSFC_M4_OEBttstck_RED,	*,		500,		250
		MSFC_M4_OEBttstck_DARK,	*,		500,		250
		MSFC_M4_OEBttstck_MATRIX,	*,		500,		250
		MSFC_M4_OEBttstck_REDBLACKWHITE,	*,		500,		250
		MSFC_M4_OEBttstck_Honeycomb,	*,		500,		250
		MSFC_M4_OEBttstck_STAR,	*,		500,		250
		MSFC_AK_PlasticButtstock_Kryptek_Banshee,	*,		500,		250
		MSFC_M4_OEBttstck_Kryptek_Banshee,	*,		500,		250
		MSFC_AK_PlasticButtstock_Kryptek_Raid,	*,		500,		250
		MSFC_M4_OEBttstck_Kryptek_Raid,	*,		500,		250
		MSFC_M4_OEBttstck_Kryptek_Neptune,	*,		500,		250
		MSFC_AK_PlasticButtstock_Kryptek_Neptune,	*,		500,		250
		MSFC_M4_OEBttstck_Kryptek_Typhon,	*,		500,		250
		MSFC_AK_PlasticButtstock_Kryptek_Typhon,	*,		500,		250
		MSFC_M4_OEBttstck_Kryptek_Mandrake,	*,		500,		250
		MSFC_AK_PlasticButtstock_Kryptek_Mandrake,	*,		500,		250
		MSFC_M4_OEBttstck_Kryptek_Wraith,	*,		500,		250
		MSFC_AK_PlasticButtstock_Kryptek_Wraith,	*,		500,		250
	
	<Category> Optics
		M4_CarryHandleOptic,		*,		150,	60
		BUISOptic,					*,		150,	60
		FNP45_MRDSOptic,			*,		250,	100
		ACOGOptic,					*,		300,	120
		M68Optic,					*,		500,	200
		M4_T3NRDSOptic,				*,		500,	200
		KobraOptic,					*,		600,	250
		KashtanOptic,				*,		700,	300
		PUScopeOptic,				*,		900,	500
		HuntingOptic,				*,		1000,	550
		PSO1Optic,					*,		1100,	600	
		PSO11Optic,					*,		1400,	840
		KazuarOptic,				*,		2200,	1400
		ExpansionDeltapointOptic,	*,		500, 	200
		ExpansionEXPS3HoloOptic,	*,		500, 	200
		ExpansionHAMROptic,			*,		500, 	200
		ExpansionKar98ScopeOptic,	*,		500, 	200
		Expansion_PMII25Optic,		*,		500, 	200
		ExpansionReflexMRSOptic,	*,		500, 	200
		SmashT_CantedOptic, *, 500, 200
		SmashT_BravoOptic, *, 500, 200
		SmashT_M200Optic, *, 500, 200
		SmashT_HoloOptic, *, 500, 200
		SmashT_RugerPROptic, *, 500, 200
		SmashT_AWMOptic, *, 500, 200
		MSFC_OSV_Optic,	*,		2000,		500
		MSFC_BarretOptic,	*,		2000,		500
	
	<Category> Supressors
		PistolSuppressor,		*,		150,	75
		AK_Suppressor,			*,		250,	125
		M4_Suppressor,			*,		250,	125
		SmashT_WeaponFlashlight, *, 250, 125
		MSFC_DHG_Suppressor,	*,		500,		250
        MSFC_PBS4_Suppressor,	*,		500,		250
        MSFC_SWR_PistolSuppressor,	*,		500,		250
		SmashT_AUGSuppressor, *, 250, 125
		
	<Category> Compensators
		Mosin_Compensator,		*,		150,	75
		MP5_Compensator,		*,		200,	100

	<Category> Bayonets
		Mosin_Bayonet,			*,		100,	60
		M9A1_Bayonet,			*,		150,	75
		AK_Bayonet,				*,		150,	75
		SKS_Bayonet,			*,		100,	60
		
	<Category> Flashlights/Laser Sights
		Universallight,				*,		120,	60
		Expansion_ANPEQ15_Green,	*,		100, 	50
		Expansion_ANPEQ15_Red,		*,		100,    50
		
	
	
<Trader> Clothing Trader
	<Category> Glasses
		SportGlasses_Orange,	*,		17,		8
		SportGlasses_Blue,		*,		18,		9
		SportGlasses_Black,		*,		20,		10
		SportGlasses_Green,		*,		20,		10
		ThinFramesGlasses,		*,		20,		10
		ThickFramesGlasses,		*,		23,		11
		DesignerGlasses,		*,		30,		15
		AviatorGlasses,			*,		40,		20
		TacticalGoggles,		*,		60,		30
		NVGHeadstrap,			*,		200,	120
		
	<Category> Armbands
		Armband_Pink,			*,		15,		5
		Armband_Yellow,			*,		15,		5
		Armband_Orange,			*,		15,		5
		Armband_Red,			*,		15,		5
		Armband_Blue,			*,		15,		5
		Armband_White,			*,		15,		5
		Armband_Black,			*,		15,		5
		Armband_Green,			*,		15,		5
		
	<Category> Gloves
		SurgicalGloves_LightBlue,*,		5,		1
		SurgicalGloves_Blue,	*,		5,		1
		SurgicalGloves_White,	*,		5,		1
		SurgicalGloves_Green,	*,		5,		1
		WorkingGloves_Yellow,	*,		25,		6
		WorkingGloves_Beige,	*,		30,		8
		WorkingGloves_Brown,	*,		30,		8
		WorkingGloves_Black,	*,		30,		8
		TacticalGloves_Beige,	*,		35,		10
		TacticalGloves_Black,	*,		35,		10
		TacticalGloves_Green,	*,		35,		10
		OMNOGloves_Gray,		*,		40,		12
		OMNOGloves_Brown,		*,		40,		12
		NBCGlovesGray,			*,		65,		20

	<Category> Hats & Caps
		MedicalScrubsHat_Blue,	*,		2,		1
		MedicalScrubsHat_White,	*,		2,		1
		MedicalScrubsHat_Green,	*,		2,		1
		Bandana_Polkapattern,	*,		6,		2
		Bandana_Redpattern,		*,		6,		2
		Bandana_Blackpattern,	*,		6,		2
		Bandana_Greenpattern,	*,		8,		2
		Bandana_Camopattern,	*,		10,		3
		BaseballCap_CMMG_Pink,	*,		12,		3
		BaseballCap_Pink,		*,		12,		3
		BaseballCap_Red,		*,		12,		3
		BaseballCap_Blue,		*,		12,		3
		BaseballCap_Beige,		*,		12,		3
		BaseballCap_CMMG_Black,	*,		12,		3
		BaseballCap_Black,		*,		13,		3
		BaseballCap_Olive,		*,		14,		4
		BaseballCap_Camo,		*,		16,		5
		PrisonerCap,			*,		16,		5
		BoonieHat_Orange,		*,		16,		5
		BoonieHat_Red,			*,		16,		5
		BoonieHat_Blue,			*,		16,		5
		BoonieHat_NavyBlue,		*,		16,		5
		BoonieHat_Black,		*,		17,		5
		BoonieHat_Tan,			*,		18,		6
		BoonieHat_Olive,		*,		18,		6
		BoonieHat_DPM,			*,		20,		7
		BoonieHat_Dubok,		*,		20,		7
		BoonieHat_Flecktran,	*,		20,		7
		CowboyHat_Brown,		*,		20,		7
		CowboyHat_darkBrown,	*,		20,		7
		CowboyHat_black,		*,		20,		7
		CowboyHat_green,		*,		20,		7
		PilotkaCap,				*,		25,		7
		OfficerHat,				*,		25,		7
		PoliceCap,				*,		25,		7
		MilitaryBeret_ChDKZ,	*,		26,		7
		MilitaryBeret_Red,		*,		26,		7
		MilitaryBeret_UN,		*,		26,		7
		MilitaryBeret_CDF,		*,		27,		7
		MilitaryBeret_NZ,		*,		27,		7
		BeanieHat_Pink,			*,		30,		8
		BeanieHat_Red,			*,		30,		8
		BeanieHat_Blue,			*,		30,		8
		BeanieHat_Grey,			*,		30,		8
		BeanieHat_Beige,		*,		30,		8
